word	status	source	decision	note
សាយ័ណ្ហសម័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាយ័ណ្ហាភិវាទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារង្គ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារង្គសត្វ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារចរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារណីកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារព័នសព្ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារព្រះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារស៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារ៉ាជីវ៉ូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារ៉ូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សារ៉ែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាលសន្និសិទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាលឧទ្ធរណ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាលាខ័ណ្ឌ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាលាគណ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាលាដ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាសនក្រិត្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាសនវីទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាសនូបត្ថម្ភកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាស្ត្រាវុធ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាហុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាឡង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាឡាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាឡី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សាំញ៉ែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិក្ខាកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិង្ខរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិចិរង្សី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិតចៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិតតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិតទឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិតសក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិតអន្ល៉េត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិតា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិត្បូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិទ្ធា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិទ្ធិសួស្ដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិទ្ធី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិន្ធៅវ៏	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិប្បយការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិប្បវប្បកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិប្បវប្បករ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិប្បសត្វ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិប្បិសត្វ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិរតាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិរទឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិរយោនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិរីភទ្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិរីសបសត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិរីសួស្ដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិរោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិលសាស្ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិលាគំរូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិលាចុណ្ណី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិលាម៉ាកម៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិលាសាស្ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិល្បការី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិល្បវិជ្ជា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិវា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សិស្សរបស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីង្ហលភាសា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីទាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីមាកិល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីលព្វត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីលព្វ័តបរាមាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីលព្វ័តុបាទាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីលវា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីលវិសុទ្ធ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីវាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សីហ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សឹក្ខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សឹក្ខា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សឹង្ហ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សឺង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សឺត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សឺមិក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុក្រា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុខមាលភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុខវេទន៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុខុមប្បញ្ញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុគន្ធោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុជ្ឈការិនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុញ្ញកាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុញ្ញា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុត្តភូតគាម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុទ្ធការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុទ្ធមន្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុទ្ធសួន្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុទ្ធា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុទ្ធិកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុទ្ធោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុន្ទរសូប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុន្ទរោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុពច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុពណ៌បាទុក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុពល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុភលក្ខណ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុភាជន៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុភាវៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុភាសិតោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុម៉េៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុរាគា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុរាវ៉័ធ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុរិយតេជៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុរិយោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុវណ្ណពណ៌	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុសេយ្យា	approved	chuon-nath-1967	variant	definition match 1.00
សុាំកម្លាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុាំចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុាំទាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុាំសាច់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុាំស៊ន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុំចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុំណុំរឿង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុំថ្លៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុំទាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុំទោស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុំសីល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សុះសាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូញសាញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូត្រធម៌	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូភី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូមកុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូមចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូមទាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូមនាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូមពរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូមលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូម៉ាត្រា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូម៉ាលី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូម៉ុង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូម្បីតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូយោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូរភី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូរសែន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូរស៊ាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូរស័ព្ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូលីត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូវកុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូវៀត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សូវែរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សួនតួ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សួរមើល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សួររក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សួរសង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សួស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សួស្នួ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សើចយំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សើចសេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សើយលាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៀកម្លាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៀងហៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៀមបូក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៀមប៉ាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៀរៀល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេកសោម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេកុង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេដ្ឋីនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេតុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេតោន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេទេជៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេនាធិបតី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេនាសន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេនាសនា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេនេទិច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេន្យានុភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេម៉ែម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេរីចារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវកាមត្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវកិច្ច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវគតិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវគតិភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវនកិច្ច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេវិក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេសាន	approved	unknown	standard	no Chuon definition; legacy word
សេអាតូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេអ៊ូល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេះញី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេះបា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេះស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សេះហោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សែនដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សែល	approved	unknown	standard	no Chuon definition; legacy word
សៃវៀន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សោតាបិត្តមគ្គ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សោតៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សោប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សោភ័ណភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សោមធំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សោរទិន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សោះខ្យល់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៅយុត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៅរពារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៅរ៍ពារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សៅល័ក្ខណ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំកាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំខ្យាស័ព្ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំគោកសំគាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំងាប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំងួត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំងួន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំញាញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំញែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំញ៉ែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំដីលះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំដៅលើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណូន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណើសុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណេព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំណេស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំតឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំតើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំទាក់សំទើរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំទួយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំនួយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំនៀងទន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំបូរ	approved	sbbic-khmer-wordlist	variant	legacy orthography
សំបូរមាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំពះពាលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំភារៈ	approved	sbbic-khmer-wordlist	variant	legacy orthography
សំយោគី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំយ៉ោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរាក	approved	sbbic-khmer-wordlist	variant	legacy orthography
សំរាញ់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរាប់	approved	sbbic-khmer-wordlist	variant	legacy orthography
សំរាល	approved	sbbic-khmer-wordlist	variant	legacy orthography
សំរាល់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរីង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរឹទ្ធការ្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរុស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរួម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរួយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរើស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំរេច	approved	sbbic-khmer-wordlist	variant	legacy orthography
សំរោងលើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំវាទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំវិធាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំសយត្ថវចក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំសាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំឡាញ់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំឡឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំឡោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំអប់ពត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំអិតសំអាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំំគីម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
សំំតុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊នគំនិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊នសម្ដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊នសម្តី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊យសក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ាំកម្លាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ាំចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ាំដៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ាំសាច់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ិគម៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ិនហួ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីកោរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីជឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីជ្រៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីដនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីដែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីធរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីនុស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីនេទីច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីបួស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីពេល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីភ្លើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីម៉ៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីម៉ោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីម៉ៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីរី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីរែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីរ៉ាស៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីលុយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីលើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីលៀង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីលៀប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីលេង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីលោភ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីវត្ថា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីវិល័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីសាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីស្រម៉	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីឡាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ីអូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុកូឡា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុតចៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុតទា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុនតួ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុបសួន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុមមាន់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ុយម៉ៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ូកាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ូដង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ូត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ូទ្រាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ូវ៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ូស៊ី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ើបការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊េរ៉ូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស៊ែប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស័ក្ដិត្រ័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស័ក្ដិស្មា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស័ក្តិត្រ័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស្កុប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស្កើល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស្កៀរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ស្កេន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
