word	status	source	decision	note
គ្លារីង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
គ្លី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃសា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃាតក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃានៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃីបត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃូរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្ញោច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្នួប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្មម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្លីក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្លីងឃ្លោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្លុំបេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្លឿងឃ្លាត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្លឿន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឃ្វាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងក្ង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងងិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងងិសងងូស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងងីងងើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងងីសងង៉ាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងងើក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងងើស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងង៉ក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងាសមាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងីកងាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងីងងោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងីសងូស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងុប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងុយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងើក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងើបមុខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ងែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉ក់ង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉ាក់ង៉ើក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉ាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉ឺត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉ឺស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉ូត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ង៉ោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចក្ខិន្ទ្រិយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចក្រវិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចងគុំនំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្កាហ៊ីង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្កើះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្កោយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្ក្រមណ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្ក្រមណ៏	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្ក្រមា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្ក្រិម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្ក្រំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្គ្រឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្ហរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចង្អុរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចាក់ចចែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចាក់អារុក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចើល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចែត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចោម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចចៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចណាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចណ្ឌ័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចតុភាគី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចត្តាឡឺស័ក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចន្ទា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចន្ទ្រា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចបចាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចបឆាយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចប់តែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចប់ហើយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចមូ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចម្បី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចម្បើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចម្រាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចម្លក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចរកៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចរចេរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចរចៅរ៉ៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចលន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាកចោល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាកទី	approved	reviewed	standard	no Chuon definition; legacy word
ចាក់ក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាក់កួ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាក់ចេញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាក់ចោល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាក់សេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាក់ស្រែះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាគី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាគេចតនា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាច់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាដិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចានក្លាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាប៉ីក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាប់ងា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាប់ដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាប់តួ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចារាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចារិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាស់ជ្រោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាស់ហើយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាហួយទឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាអ៊ុង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំងឈើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំងថ្ងៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំចុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំជាប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំជំងឺ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំទី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំទុក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំនឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចាំមេរៀន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តករ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តក្រៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តជឿ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តពីរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តរលុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តរាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តលំអៀង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តអន្យតីរ្ថិយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិត្តអប្រីយ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចិរភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចីន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចីម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចីរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចីស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចឹកស៊ី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុងកាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុងការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុងចែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុងជើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុងដូច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុងដោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះកាសែត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះក្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះក្រោម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះគេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះចត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះចេញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះចោម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះណាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះទុន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះទូក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះទៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះបុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះបើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះបើលោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះពី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចុះរាសី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចើងេម៉ើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៀមេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៀសតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចេកអំបូង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចេញចោល	approved	reviewed	standard	no Chuon definition; legacy word
ចេត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចេតនារម្មណ៏	approved	reviewed	variant	no Chuon definition; legacy word
ចេរកាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចេរភាព	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចេះកែ	approved	reviewed	standard	no Chuon definition; legacy word
ចេះចាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចេះតែរើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចែកាវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចែងចង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចែចង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចែត្រ	approved	reviewed	variant	no Chuon definition; legacy word
ចែវរា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៃពស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៃស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចោមជុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចោលខ្លួន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចោលចេញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៅចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៅទួត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៅប៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៅរៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៅលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចៅលួត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំការ	approved	sbbic-khmer-wordlist	variant	legacy orthography
ចំណង់ដៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំណា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំណាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំណាត់	approved	unknown	standard	no Chuon definition; legacy word
ចំណារលើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំណូត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំណេះសាកល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំទាស់ចំទែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំនោទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំបង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំប៉ា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំប៉ាដក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំប៉ីលឿង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំប៉ីស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំពាក់ចាក់ស្រេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំពីមុខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំពុះទង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំរក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំរាញ់	approved	sbbic-khmer-wordlist	variant	legacy orthography
ចំរាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំរាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំរឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំរុង	approved	sbbic-khmer-wordlist	variant	legacy orthography
ចំរូង	approved	sbbic-khmer-wordlist	variant	legacy orthography
ចំរូត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំរើន	approved	sbbic-khmer-wordlist	variant	legacy orthography
ចំរៀក	approved	sbbic-khmer-wordlist	variant	legacy orthography
ចំរៀង	approved	sbbic-khmer-wordlist	variant	legacy orthography
ចំហា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំហាវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំហេះងំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំឡង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំឡាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំឡើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំឡែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំឡោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំអឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំអេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ចំអែះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច័នគិរី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច័នធំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច័ន្ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្នាប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្បម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្បាច់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្បុត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្បុតិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រកាច់ច្រកូវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រងុក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រងេង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រងោម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រតី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រប៉ិច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រប៉ុក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រលំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រវិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រវ៉េះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រហែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រហែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រឡង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រឡឹម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រឡោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រអាស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រាម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រឹម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រួញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រើនតុ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រើនតៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រេក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រេមច្រុម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ច្រោត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆក់ឆួរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆក្សត្រីយ៍	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆាកជីវិត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆាកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆាក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆាដ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆាប់វៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆាមី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆាយាភ្រីត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆីង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆីឆ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆឺយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆុងតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆូងឆាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆេក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆេកសាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆេង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆេះងំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆែកសាំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆែបឆា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆែម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆែល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆៃកែវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ័ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ័ត្រយោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្កាព្រៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្កួតលីលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្កែតឿ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្គង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្ងេឆ្ងល់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្នាក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្នាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្នាំច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្នួរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្មាព្រៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្មើងឆ្មោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្មេរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្លៀវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្វែង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្អារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្អាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឆ្អេង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជញ្ជីងផេង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជញ្ជូច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជញ្ជួន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជញ្ជួួយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជញ្ជែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជញ្ជ្រង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជតិន្ទ្រិយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជតុពនៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជនចារ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជនាងផ្ទះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជន្លជន្េលញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជន្េលញ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជពុក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជម្រេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជយ	approved	unknown	standard	no Chuon definition; legacy word
ជយលាភី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជយសព្ទ័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជយស្រី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជយោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជរាម្រឹត្យូវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជរឹប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជរឺត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជរុក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលជាតិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលធារាសាស្ត្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលន័យន៏	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលភាជន៏	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
